Target,Candidate,Correlation_All,High_Vol_Count,Correlation_High_Vol,Distance
BYND,BYLD,0.06689220206227234,20,0.029795918457062913,1
BYND,BLND,0.08053012982674373,20,0.23389678102411157,1
BYND,BYD,0.08258581754066298,20,-0.016299429500561877,1
BYND,BAND,0.12323019708492622,20,0.45477912966289025,1
BYND,BND,0.015023489348584133,20,-0.07894518814263737,1
BYND,MYND,-0.008268731903248892,20,-0.10926351836405046,1
BYND,BOND,0.030152125620279836,20,0.011246913351184374,1
TSLL,TSLO,0.8997826627039239,2,1.0,1
TSLL,TSEL,0.6379557027474358,13,0.6079466694855329,1
TSLL,TSOL,0.19829374646246764,0,,1
TSLL,TOLL,0.5559603191220204,13,0.11002335699336153,1
TSLL,TBLL,-0.15984412933630515,13,-0.17985696181672753,1
TSLL,TSLX,0.32329929743233,13,-0.20250226426015452,1
TSLL,TILL,0.05699186840731563,13,-0.33308402408103366,1
ONDS,BNDS,0.23032372259524395,17,-0.16579396043459455,1
ONDS,INDS,0.1767721761629538,16,0.061445984251488166,1
ONDS,OND,0.3696216781874585,17,0.2572960018873408,1
ONDS,ODDS,0.31147977960521367,17,0.10709174856767785,1
MWG,TWG,0.024458740646966837,16,0.18847961229276047,1
MWG,EWG,0.008806400689664715,16,0.3569451536225612,1
MWG,BWG,0.06409598132590213,16,0.44115780664271875,1
MWG,MFG,0.03062374968031149,16,0.18384018182168804,1
MWG,NWG,0.10771658758646968,16,0.37075900331269845,1
MWG,MIG,-0.028136195378509074,16,0.49156835533079185,1
MWG,WMG,-0.014641680104164391,16,0.11092207472280129,1
MWG,MG,-0.046259815756778934,16,0.1555036172276992,1
MWG,MTG,0.04864742908946338,16,0.25875735841281927,1
MWG,MEG,-0.011547856536264136,16,-0.2432415469664271,1
MWG,MPG,-0.02483156703829421,3,0.645861505441305,1
MWG,MWA,-0.01223324437922893,16,-0.11705381884452479,1
WOK,TOK,0.0701177948153268,19,-0.13662665676449193,1
WOK,WK,-0.008587889742556762,19,0.08300911369982587,1
WOK,ROK,0.008586805696321158,19,-0.44877774109263,1
WOK,WLK,-0.029993219626115803,19,-0.23054932909361897,1
WOK,NOK,-0.03408340019817986,19,0.28014034813078276,1
WOK,WMK,-0.043116603411765084,19,-0.2380667491801033,1
WOK,WOR,0.08460293077624474,19,0.29060374222078283,1
WOK,WOW,0.023116339835329333,19,-0.0003626101466367515,1
WOK,AOK,0.03695043778894177,19,-0.2239534217584318,1
ASST,AUST,-0.0855868996537616,12,-0.2760298443137084,1
ASST,GSST,-0.05372626834407257,12,-0.23949477628094876,1
ASST,RSST,0.006117782138950197,12,0.008793154896896164,1
ASST,AQST,0.03856340014452603,12,0.31008673964061206,1
ASST,SST,0.15088193786492285,12,0.5273239071757053,1
ASST,ASTS,0.04913515058783082,12,0.011009142206194299,1
ASST,ASRT,0.0783829847817006,12,0.3911533463688046,1
ASST,MSST,0.6754282213025701,0,,1
ASST,AMST,0.08722177403149457,12,0.11327663191244403,1
AAL,UAL,0.8583450474921769,13,0.9632267407721284,1
AAL,CAL,0.5186619320191229,13,0.888517712549213,1
AAL,GAL,0.5424462002938384,13,0.8044468878835005,1
AAL,AVAL,0.17341635221431695,13,0.4546308500029838,1
AAL,TAL,0.03882760577142705,13,0.005451753616796225,1
AAL,HAL,0.3341000263848637,13,0.6616428475446042,1
AAL,AAA,0.03655362064933255,13,0.20778250901252973,1
AAL,AAM,-0.03222536975360809,13,-0.25312188923919926,1
AAL,WAL,0.5616400235636256,13,0.8007444330512163,1
AAL,RAL,0.2927190807188846,4,-0.5474028051065225,1
AAL,AAP,0.18139229052062614,13,0.5001235128467063,1
AAL,AHL,-0.030950399183022684,6,-0.31083010011018497,1
AAL,AL,0.5094894230953,13,0.8284954120479003,1
AAL,ANL,0.06568941877996481,13,0.023215782316030834,1
AAL,ALL,0.12755486924413859,13,0.39769541617114634,1
AAL,AXL,0.4458368662739244,13,0.8391145928707392,1
AAL,AGL,0.020642811496857632,13,-0.2930473625821384,1
AAL,AMAL,0.5143845918622814,13,0.5670671113417588,1
AAL,AAPL,0.4619386506344108,13,0.7945545442112729,1
AAL,AVL,0.34956638776142523,13,0.6239067872103413,1
AAL,VAL,0.36162178230671516,13,0.5229582042720899,1
AAL,DAL,0.8590706981553757,13,0.9811149454447545,1
AAL,AA,0.501072804057517,13,0.7778514767258378,1
AAL,ARL,0.17316160425099408,13,0.4703482771094562,1
AAL,PAL,0.32144303446066036,13,0.6854303954190576,1
AAL,AFL,0.22396012364979467,13,0.6086918305499103,1
AAL,AAT,0.4105864531678567,13,0.8351649527121375,1
AAL,ABL,0.28168375065711054,13,0.4768083828414033,1
BMNR,BMN,-0.020385760875096227,6,0.1470448246517967,1
BMNR,BMAR,0.12548637311799257,6,0.6273047322315258,1
BMNR,BNR,0.022265828971845803,6,-0.5452403562600393,1
BMNR,BMR,0.10390043697735574,6,0.7331916526784267,1
BMNR,BANR,0.04404492799643412,6,0.5047204577975248,1
BMNR,BMRN,0.008145870871405208,6,-0.24005471765686912,1
BMNR,LMNR,-0.026685723770342038,6,0.36984115321176947,1
BMNR,MNR,0.003772223099690327,6,-0.11467416631831354,1
TRIB,TRI,-0.016225393241303582,13,-0.21634645423032683,1
TRIB,TRIN,0.09454111103052569,13,-0.018618400935521816,1
TRIB,TRIL,0.27208423472323984,4,0.8634044229023038,1
TRIB,TRIO,-0.08974244792925488,12,-0.27927871397716175,1
TRIB,TRIP,0.08890661179481571,13,-0.08618569981752257,1
TRIB,TRMB,0.03334359455634077,13,-0.21980079302854463,1
NFLX,XFLX,0.42778661732165035,14,0.31626503758886093,1
NFLX,NFLT,0.16481806302985338,14,0.15274620859683483,1
NFLX,FLX,-0.05791489719282456,14,0.22744897855346555,1
NFLX,OFLX,0.012526860315679149,14,-0.18842544478573942,1
NFLX,MFLX,-0.060548195981580726,14,-0.06870876635913267,1
NFLX,JFLX,0.052821913881760676,2,-1.0,1
CGC,CGCB,0.027528086746659984,17,-0.2161684574426169,1
CGC,CAC,0.22622859383763036,17,0.23193383875658447,1
CGC,CCG,-0.008362819070993352,17,-0.30891966699102236,1
CGC,CGV,0.22764362481437989,17,0.08232777701007071,1
CGC,PGC,0.22927235651113553,17,0.14376186888475617,1
CGC,CG,0.18404620161157267,17,-0.12191018097218513,1
CGC,CGIC,0.18328487692099346,17,-0.18474612545878488,1
CGC,IGC,0.2340927600070515,17,0.3031530136987952,1
CGC,CGCV,0.20811968748666987,17,-0.20583369814264113,1
CGC,CMC,0.2098807133349825,17,-0.013336184317339066,1
CGC,GCC,0.11973017178695189,17,-0.09041688154419515,1
CGC,CRC,0.16334868258776933,17,-0.06805156879817348,1
CGC,CGCP,0.0824479317288372,17,-0.2100003085902988,1
CGC,CCC,0.2568503605551973,17,0.34557113047687915,1
CGC,SGC,0.14276894782065913,17,0.058109619008353486,1
CGC,CDC,0.17097494713663464,17,0.06389378837791279,1
CGC,CNC,-0.022525721103169655,17,0.18847088317037555,1
CGC,CBC,0.055792015674992625,0,,1
CGC,CGW,0.1722704109931109,17,0.03125048160713149,1
CGC,KGC,0.012153521807395736,17,0.08467508100751184,1
CGC,CGO,0.20011918027246217,17,-0.07911280816467864,1
CGC,CGCT,-0.14119458095323226,8,-0.6596868881436933,1
CGC,MGC,0.2433013836412867,17,-0.2032368247805158,1
CGC,BGC,0.16986256334013214,17,0.11670234245129676,1
CGC,RGC,-0.004965960395319147,17,-0.34615344200495446,1
CGC,CC,0.23242141205818445,17,-0.2785543785718794,1
PLTR,PLMR,0.1703804511528241,18,0.14079106836301564,1
PLTR,PLUR,0.09990624712975604,18,0.04395838423919093,1
PLTR,KLTR,0.3097231518685349,18,0.6231548528398954,1
PLTR,PLDR,0.4826067805515113,18,0.4319968825021368,1
PLTR,PMTR,0.27701126225080325,9,0.41826082641351225,1
PLTR,FLTR,0.34812058548818486,18,0.4505032528400514,1
PLTR,DLTR,0.1038937687748299,18,0.42532564956663127,1
PLTR,PLTM,0.06581715001500196,18,0.1992261827243795,1
PLTR,PLTS,-0.09218337731092596,3,,1
PLTR,PLTK,0.1459965024995223,18,0.4682825248585169,1
PLTR,GLTR,0.06707096656974709,18,0.4414946076594899,1
PLTR,PSTR,0.5514550722118211,18,0.5472123139098366,1
CMCSA,CMSA,0.19824820812668048,15,0.002218357967046556,1
CMCSA,CMCSV,0.6800940174054275,0,,1
BAC,CAC,0.5626203067442257,14,0.8090244399613628,1
BAC,BRC,0.3867546574440291,14,0.6255413573055421,1
BAC,BAX,0.28173270492161306,14,0.6635139244961489,1
BAC,DAC,0.3998317523856061,14,0.728279659170716,1
BAC,BAP,0.3820022842363322,14,0.5172096432586406,1
BAC,BA,0.49672050204089513,14,0.8743011890814338,1
BAC,BOC,0.24511552748111445,14,0.5521921635279028,1
BAC,BBC,0.4209928995847314,14,0.6469569589371825,1
BAC,BAH,0.09188280503481099,14,-0.04646819478556561,1
BAC,SBAC,0.03258835559276962,14,-0.12026371393589977,1
BAC,IAC,0.41542431625154513,14,0.6441710544055387,1
BAC,RAC,0.1844782850855826,7,0.4842851898654454,1
BAC,BAB,0.0072214307018960335,14,-0.21320288276419436,1
BAC,BAM,0.6150036178226538,14,0.8568064659414452,1
BAC,BAK,0.22289915087350667,14,0.23759923740296965,1
BAC,NAC,0.14150212306566007,14,0.09195655155578923,1
BAC,BSAC,0.28892561993524873,14,0.46365091805604425,1
BAC,BANC,0.626683223311304,14,0.7990978761136173,1
BAC,BAR,-0.0558572381499736,14,0.34924009196207056,1
BAC,BXC,0.37560640564651054,14,0.5380943861562929,1
BAC,BVC,0.03847989056141742,14,-0.0175205482488181,1
BAC,BHC,0.2747455286308856,14,0.7174671676193077,1
BAC,BNC,-0.0027061129428042436,14,0.015093099628044108,1
BAC,BTC,0.2177120461149378,14,0.27589913574598907,1
BAC,BAI,0.498895464409388,14,0.77276819462581,1
BAC,BFC,0.4332199490435361,14,0.7402895681986963,1
BAC,PAC,0.22593866583791955,14,0.40732082120677787,1
BAC,MAC,0.5569287315892497,14,0.7573043438764058,1
BAC,BC,0.5484437539181701,14,0.7433439133415797,1
BAC,BDC,0.6375327379664871,14,0.8578023879406994,1
BAC,LAC,0.11250079109508355,14,0.4154408608903267,1
BAC,BCC,0.4064135813145945,14,0.6363322836508307,1
BAC,VAC,0.42310984002608537,14,0.6957066072677517,1
BAC,TAC,0.2800894086552193,14,0.7967298554527719,1
BAC,IBAC,0.11999224079110565,14,0.18882749664899956,1
BAC,BACQ,0.06808334777044656,14,0.21123528026694233,1
BAC,BACC,-0.01789081116673748,3,-0.41635754373405803,1
BAC,BGC,0.5398421248669945,14,0.7622662251081332,1
ORCL,CRCL,0.09692436692240693,9,-0.38029360115860117,1
ORCL,RCL,0.22680033462433064,17,-0.2827178279933084,1
ORCL,OMCL,0.11032532210165046,17,-0.3068408815031823,1
ORCL,ORC,0.18628673657862874,17,0.028905879851353164,1
GRAB,GRAL,0.11351933955014479,15,-0.3428108206985104,1
GRAB,GRAN,0.057747754579506504,7,-0.03218233439809849,1
GRAB,GAB,0.42232002579677425,15,0.43767250244853917,1
GRAB,GRABW,0.5568775683444477,15,0.6741570234870938,1
GRAB,GMAB,0.16333447382076,15,0.2740405042639012,1
GRAB,GRNB,0.1062057372914969,15,-0.14904810139335342,1
GRAB,GBAB,0.20854151679958904,15,0.4091321713228671,1
GRAB,GRAF,-0.03415489709876098,15,0.031279352884648705,1
NIO,NIU,0.2525627040988861,21,0.14460698392238902,1
NIO,NITO,0.07955257818326483,21,0.21533878585460162,1
NIO,NIC,0.11088525640783593,21,-0.11866884591128338,1
NIO,KIO,0.15225781352933015,21,-0.2647334293902022,1
NIO,HIO,0.20181336997585225,21,-0.1663962696449258,1
NIO,BIO,0.21626887889250943,21,0.33233454893766534,1
NIO,NIM,0.13097557836315105,21,-0.041221487546175016,1
NIO,NRO,0.16255283460457487,21,-0.058565243322508745,1
NIO,NPO,0.17242679269021943,21,-0.1368635595168979,1
NIO,NIQ,0.026237674883840097,6,-0.039137261966255735,1
NIO,INO,0.13570955173762334,21,0.10728141242359664,1
NIO,AIO,0.20858079197544135,21,-0.10266258215292913,1
NIO,NVO,0.1500440455846945,21,-0.07415090331095464,1
NIO,NI,0.07889185070055005,21,0.1928571019016341,1
NIO,NIE,0.2437352731708455,21,0.05813084922592434,1
NIO,CIO,-0.031802956131146476,21,-0.008277624163046858,1
NIO,NEO,0.22087804118340817,21,0.4347383772328704,1
NIO,SIO,0.1247649885178216,21,-0.005142606809186762,1
NIO,RIO,0.317133063113744,21,0.10023345486673679,1
NIO,PIO,0.23620628120882992,21,-0.3816844251318126,1
NU,NIU,0.14502375830457953,13,0.1796959237991038,1
NU,SU,0.27930229718909544,13,0.33431215692673566,1
