Target,Candidate,Correlation_All,High_Vol_Count,Correlation_High_Vol,Distance
PCLA,PCSA,0.046561158634937976,18,-0.015188272622888166,1
PCLA,POLA,-0.01351791708820345,18,-0.07598328350760086,1
PCLA,PVLA,-0.13193162592349822,18,-0.34464724671936847,1
NVDA,IVDA,0.19072856227370497,11,0.02325052338524679,1
NVDA,VNDA,0.11633718622795114,11,0.35141160659647386,1
SIDU,BIDU,0.15879083114476725,15,0.19742149924427843,1
SIDU,FIDU,0.28583428683684836,15,0.4286113580398874,1
SIDU,IDU,0.1066538547984329,15,-0.0636504122415217,1
SIDU,MIDU,0.25209303261108923,15,0.3465609945689367,1
SIDU,SID,0.19032371637704304,15,0.2631187328572225,1
DVLT,CVLT,0.06711489477529094,22,0.1275244698180965,1
DVLT,VLT,0.0688310663357983,22,0.11336785800591778,1
BBAI,BBGI,-0.007357623397518666,21,-0.06617362383173644,1
BBAI,BBSI,0.16335802266226615,21,0.04808001695237143,1
BBAI,BNAI,0.08158350693027806,21,0.09020492543809389,1
BBAI,BTAI,0.0793020184911171,21,0.04013327722205456,1
BBAI,BZAI,0.015970642224375393,21,0.038635483336104615,1
BBAI,MBAI,0.07873122992413248,21,0.3060957584896083,1
BBAI,ZBAI,-0.02639890496164123,21,-0.13625963370760863,1
BBAI,BAI,0.42423231560505253,21,0.24117881216106551,1
BBAI,BBAR,0.1367333213804568,21,-0.17076361085287184,1
BBAI,BBWI,0.21393137368443899,21,-0.1188330823176816,1
PLUG,PLUR,0.028393012809499178,21,-0.3800094027890941,1
PLUG,PLUS,0.19277702737017838,21,-0.04896039160638773,1
PLUG,PAUG,0.25163200815038167,21,0.22864816654572548,1
PLUG,PLAG,0.08410638302948915,21,0.10754953865204203,1
BYND,BAND,0.12323019708492622,20,0.45477912966289025,1
BYND,BND,0.01502111644093004,20,-0.07895832247257376,1
BYND,BLND,0.08053012982674373,20,0.23389678102411157,1
BYND,BOND,0.03015398402389785,20,0.011255203014627168,1
BYND,BYD,0.08258569652734472,20,-0.01629906840842599,1
BYND,MYND,-0.008268731903248892,20,-0.10926351836405046,1
TZA,TVA,-0.1786911872921116,15,-0.49203125599237274,1
TZA,CZA,-0.8812904307505514,21,-0.893926847894535,1
TZA,EZA,-0.562823423769911,21,-0.7683134342396803,1
TZA,PZA,-0.13011504677845712,21,-0.11119506425567936,1
TZA,TUA,0.2720110088082904,21,-0.08174384690616171,1
TZA,TYA,0.08892963809337111,21,-0.10089926655596593,1
TSLA,ESLA,0.1570421435082985,10,0.17579967454356651,1
TSLA,TBLA,0.3065518251321064,10,0.6427725757460218,1
TSLA,TELA,0.09804607126667954,10,0.548464360615786,1
TSLA,TLSA,0.08968067230321065,10,0.5219823629338735,1
TSLA,TSHA,0.0824202102674822,10,0.3112800768200335,1
TSLA,STLA,0.4622826924551718,10,0.7098077596558938,1
TSLA,TSLX,0.3222152380530001,10,0.5429209747321848,1
TSLL,TBLL,-0.15983951465375543,13,-0.17983519113588126,1
TSLL,TILL,0.05699188034365493,13,-0.33308397559811476,1
TSLL,TOLL,0.5559603698003429,13,0.11002324239494456,1
TSLL,TSLX,0.3232989219246387,13,-0.2025020234111708,1
ONDS,ODDS,0.31147978680272187,17,0.10709174856767785,1
ONDS,BNDS,0.23032412739280497,17,-0.16578985757287956,1
ONDS,INDS,0.17677187623144056,16,0.061445065358568716,1
IVP,IEP,0.08480240050713181,19,0.22968094331106798,1
IVP,IVF,0.02290070950583513,19,0.17385689662291684,1
IVP,DIVP,0.093004855237401,19,0.2494604660129254,1
IVP,IBP,0.06987511744636646,19,0.14532351902345644,1
IVP,IP,0.03721704546600533,19,0.029159516342129668,1
IVP,ITP,-0.01864895469825822,19,-0.16405584674825197,1
IVP,IVR,0.095207496533744,19,-0.005783718876525455,1
IVP,IVZ,0.12325713070246531,19,0.1920456602308671,1
IVP,IWP,0.11337052096451773,19,0.181903448998566,1
IVP,IXP,0.11147773389980382,19,0.2134448150926678,1
IVP,RVP,-0.029599110366774057,19,-0.30597618749413946,1
INTC,BNTC,0.1415487125843251,17,-0.12924479572969783,1
INTC,INTA,0.27835709313913054,17,0.2689181071560512,1
INTC,INTG,0.03169938849768231,17,0.23210097525781354,1
INTC,INTS,-0.02385777746911191,17,-0.4331280083180299,1
INTC,INTU,0.21580430327080127,17,-0.004886188890707504,1
INTC,INTZ,0.06749351561576938,17,0.04466835136168477,1
INTC,IRTC,0.13723541937348713,17,0.3213697943005189,1
INTC,IETC,0.4223099304647052,17,0.016779676480181843,1
INTC,INTT,0.19747852622565543,17,-0.025414139531200655,1
VMAR,MAR,0.025212635387527025,18,0.000753032344704474,1
VMAR,VRAR,0.04456834126512666,18,-0.0815226200909898,1
VMAR,BMAR,0.09489617118238018,18,0.06574848421383298,1
VMAR,DMAR,0.08551178612980376,18,0.058447780361712984,1
VMAR,FMAR,0.08342253540185941,18,0.054567036118202523,1
VMAR,GMAR,0.08905787001062831,18,0.11340019993099976,1
VMAR,IMAR,0.053673319764621745,18,-0.04540712042837433,1
VMAR,KMAR,0.1077015791094861,15,0.029215247958425786,1
VMAR,NMAR,0.11508033825449922,15,0.21031462301890308,1
VMAR,PMAR,0.1033369194502774,18,0.12638222731290022,1
VMAR,QMAR,0.09416705732505148,18,0.07290646132681472,1
VMAR,TMAR,0.07655142751567758,12,-0.29042623912005067,1
VMAR,UMAR,0.10609589901688725,18,0.1321994497690728,1
VMAR,XMAR,0.08508408144377277,18,0.11928127396140041,1
VMAR,YMAR,0.0431259635379191,18,-0.11561587838723165,1
VMAR,ZMAR,0.10040318167347008,15,0.12642423544249845,1
WBD,WRD,0.19879183219823088,15,0.19224693542655483,1
WBD,WWD,0.34492137442424586,15,0.052198333608648013,1
WBD,BBD,0.18612337628290973,15,0.060965479229163635,1
WBD,DBD,0.3358848332934402,15,-0.11128751928196434,1
WBD,IBD,-0.0093332913744638,15,-0.09812055791723166,1
WBD,PBD,0.39440748310233154,15,0.03921144223403677,1
WBD,WBS,0.47042094395559025,15,-0.03323134595880388,1
WBD,WD,0.288260817680627,15,0.09089747066340415,1
WBD,WHD,0.3819988298956914,15,-0.019695989551633746,1
WOK,AOK,0.03695297354598012,19,-0.2239423314384644,1
WOK,NOK,-0.03408326748395091,19,0.2801407630342333,1
WOK,ROK,0.008586784155484044,19,-0.44877774109263,1
WOK,TOK,0.07011778665219454,19,-0.13662683163142156,1
WOK,WK,-0.008587889742556762,19,0.08300911369982587,1
WOK,WLK,-0.02999314079272915,19,-0.23054932909361897,1
WOK,WMK,-0.043116665741246674,19,-0.2380667491801033,1
WOK,WOW,0.023116339835329333,19,-0.0003626101466367515,1
AAPL,AAL,0.46193838627762235,19,0.7979083198091572,1
AAPL,AMPL,0.41645822424443657,19,0.6801245993875438,1
AAPL,AAP,0.25322563348273863,19,0.7080738485823642,1
AAPL,CAPL,0.25693059620061,19,0.5134849916033509,1
AAPL,PAPL,0.045681694010152006,19,0.0966223058661753,1
FOLD,BOLD,0.16247011509667603,19,0.15642496318738205,1
FOLD,COLD,0.1618809038439414,19,-0.013366635109641936,1
FOLD,FCLD,0.22675270936803463,19,0.04587737626301378,1
FOLD,FYLD,0.23427482405707126,19,0.06258575172452922,1
FOLD,GOLD,0.11366101152343651,19,0.21307520323064189,1
FOLD,HOLD,-0.433517235182116,10,-0.8688991944457216,1
FOLD,KOLD,0.02486998111795557,19,0.30358190974248855,1
TQQQ,CQQQ,0.5135477364664426,15,0.7822484377188434,1
ASST,AMST,0.08722177403149457,12,0.11327663191244403,1
ASST,AQST,0.03856340014452603,12,0.31008673964061206,1
ASST,ASRT,0.0783829847817006,12,0.3911533463688046,1
ASST,ASTS,0.04913515058783082,12,0.011009142206194299,1
ASST,AUST,-0.0855868996537616,12,-0.2760298443137084,1
ASST,GSST,-0.05372580747506524,12,-0.23949709968071872,1
ASST,MSST,0.6754283575232308,0,,1
ASST,RSST,0.006117782138950197,12,0.008793154896896164,1
