Target,Candidate,Correlation_All,High_Vol_Count,Correlation_High_Vol,Distance
SOXS,SOLS,-0.3067870607853795,2,-1.0,1
SOXS,SOXQ,-0.9956469189707805,14,-0.9996584789400813,1
SOXS,SOXX,-0.9993055188460674,14,-0.9998771465312111,1
SOXS,SIXS,-0.5628894346727615,14,-0.8712823476974717,1
SOXS,SOS,-0.18325562752514232,14,-0.6209631743040788,1
SOXS,SOXL,-0.998957457942878,14,-0.9995225318383513,1
SOXS,SOXY,-0.9716945855294667,14,-0.9915167399527735,1
SOXS,SPXS,0.8723248255024828,14,0.9641206519364899,1
SOXS,STXS,-0.37077682314123844,14,-0.6582049896795067,1
NVDA,IVDA,0.19072852724702954,11,0.023250590485191056,1
NVDA,NVA,0.01693461405377219,11,0.5722784224788725,1
NVDA,VNDA,0.11633724190138502,11,0.35141178445947174,1
NVDA,NVDQ,-0.9978413290494065,11,-0.9997902518713673,1
NVDA,NVDX,0.9994304303828445,11,0.9997765681332559,1
SIDU,BIDU,0.15879083114476725,15,0.19742149924427843,1
SIDU,FIDU,0.2858343163716312,15,0.4286117277615857,1
SIDU,IDU,0.1066535304777482,15,-0.06365117271190655,1
SIDU,MIDU,0.2520930871201595,15,0.3465611485129774,1
SIDU,SID,0.19032371637704304,15,0.2631187328572225,1
DVLT,CVLT,0.06711489477529094,22,0.1275244698180965,1
DVLT,DVLU,0.10041791175776027,22,0.047699959003558515,1
DVLT,DVUT,0.15808845882750439,8,0.11607701982886527,1
DVLT,VLT,0.0688285248011722,22,0.11336283948087014,1
PLUG,PLTG,0.1730366635476288,11,-0.36183018781710874,1
PLUG,PLUR,0.028393012809499178,21,-0.3800094027890941,1
PLUG,PLUS,0.19277698961239054,21,-0.04896048140239293,1
PLUG,PLUT,0.14876564417855245,19,-0.0019012839078273347,1
PLUG,PAUG,0.25163200815038167,21,0.22864816654572548,1
PLUG,PLAG,0.08410638302948915,21,0.10754953865204203,1
PLUG,PLG,0.214140598686973,21,0.3444755530045207,1
BYND,BAND,0.12323019708492622,20,0.45477912966289025,1
BYND,BND,0.015023360009487844,20,-0.07894322588742861,1
